title,url,region,price,price_display,bedrooms,bathrooms,furnishing,size_sqm,image_url
"Furnished 1bdrm Condo in Ayat 49, 40/60, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-1bdrm-condo-in-ayat-49-40-60-yeka-for-rent-hkUF6lp9yfA04IYHdToZ4K4v.html?page=4&pos=8&cur_pos=8&ads_per_page=13&ads_count=245&lid=nhXxszYWhhYLxxWU,"Addis Ababa, Yeka",16000,"ETB 16,000",1,1,Furnished,86,https://pictures-ethiopia.jijistatic.com/7213037_MzAwLTY2OC1mN2E1OGJkYWYy.webp
"2bdrm Condo in Kibr Demena Site, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/2bdrm-condo-in-kibr-demena-site-yeka-for-rent-8YyrUYLBy21mv5i4bAk9iNIM.html?page=4&pos=9&cur_pos=9&ads_per_page=13&ads_count=245&lid=nhXxszYWhhYLxxWU,"Addis Ababa, Yeka",15000,"ETB 15,000",2,1,Semi-Furnished,80,https://pictures-ethiopia.jijistatic.com/5557513_MzAwLTY2OC01Yzg3OTQyOWEwLTE.webp
"Furnished 2bdrm Condo in Kibr Demena Site, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-kibr-demena-site-yeka-for-rent-5hRYR3iYwU7XlotYrCbmMOYQ.html?page=4&pos=10&cur_pos=10&ads_per_page=13&ads_count=245&lid=nhXxszYWhhYLxxWU,"Addis Ababa, Yeka",15000,"ETB 15,000",2,1,Furnished,64,https://pictures-ethiopia.jijistatic.com/5557566_MzAwLTY2OC05MDMxZDQzOTA4LTE.webp
"1bdrm Condo in Aya 49, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/1bdrm-condo-in-aya-49-yeka-for-rent-hptptMBkwUZlIFY1A62tJfZN.html?page=4&pos=11&cur_pos=11&ads_per_page=13&ads_count=245&lid=nhXxszYWhhYLxxWU,"Addis Ababa, Yeka",15000,"ETB 15,000",1,1,Semi-Furnished,25,https://pictures-ethiopia.jijistatic.com/6486286_MzAwLTY2OC04ZTc0OWM4OTYz.webp
"Furnished 2bdrm Condo in Ayat 49, 40/60, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-ayat-49-40-60-yeka-for-rent-6uTIfET0LfcBXkRIpTnD0VTV.html?page=4&pos=12&cur_pos=12&ads_per_page=13&ads_count=245&lid=nhXxszYWhhYLxxWU,"Addis Ababa, Yeka",18000,"ETB 18,000",2,2,Furnished,86,https://pictures-ethiopia.jijistatic.com/6989612_MzAwLTY2OC1hMWJiMGJiNzk4.webp
"Furnished 2bdrm Condo in Ayat Mekedonia/ Kibr, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-ayat-mekedonia-kibr-yeka-for-rent-ntqb5bhL8oQvYhjaIFFjl4PX.html?page=4&pos=13&cur_pos=13&ads_per_page=13&ads_count=245&lid=nhXxszYWhhYLxxWU,"Addis Ababa, Yeka",16000,"ETB 16,000",2,1,Furnished,64,https://pictures-ethiopia.jijistatic.com/6387398_MzAwLTY2OC04YzM4YWRmNmU0.webp
"1bdrm Condo in Ayat Tsebel, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/1bdrm-condo-in-ayat-tsebel-yeka-for-rent-xC5ssLc0CEBukqDALhxfqZsV.html?page=5&pos=1&cur_pos=1&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",12000,"ETB 12,000",1,1,Semi-Furnished,44,https://pictures-ethiopia.jijistatic.com/6526799_MzAwLTY2OC04ZTZjNWZjYzQy.webp
"Furnished 1bdrm Condo in Ayat Mekedonia, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-1bdrm-condo-in-ayat-mekedonia-yeka-for-rent-CoHhL6xUqsrKthxfFdyYV1Pz.html?page=5&pos=2&cur_pos=2&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",12000,"ETB 12,000",1,1,Furnished,64,https://pictures-ethiopia.jijistatic.com/7319286_MzAwLTY2OC1jYTdlOWMwZDdj.webp
"Furnished 2bdrm Condo in Kibr Demena Site, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-kibr-demena-site-yeka-for-rent-zJECogJu3xzuKExwkPo5Yb5i.html?page=5&pos=3&cur_pos=3&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",15000,"ETB 15,000",2,1,Furnished,81,https://pictures-ethiopia.jijistatic.com/5557535_MzAwLTY2OC1jNGE5MTIyZWI5LTE.webp
"Furnished 1bdrm Condo in Ayat Mekedonia (Kibr, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-1bdrm-condo-in-ayat-mekedonia-kibr-yeka-for-rent-q27sqeLWbLlkvH2JJzXjfKjM.html?page=5&pos=4&cur_pos=4&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",16000,"ETB 16,000",1,2,Furnished,64,https://pictures-ethiopia.jijistatic.com/7046700_MzAwLTY2OC02ZTVmODY5NTk1.webp
"Furnished 2bdrm Condo in Ayat 49, 40/60, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-ayat-49-40-60-yeka-for-rent-BPJFz619nwnRWoW7lkx4MzoJ.html?page=5&pos=5&cur_pos=5&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",22000,"ETB 22,000",2,1,Furnished,72,https://pictures-ethiopia.jijistatic.com/7442298_MzAwLTY2OC0xNmMzYWZiYmRh.webp
"Furnished 1bdrm Condo in Ayat 49, 40/60, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-1bdrm-condo-in-ayat-49-40-60-yeka-for-rent-hkUF6lp9yfA04IYHdToZ4K4v.html?page=5&pos=6&cur_pos=6&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",16000,"ETB 16,000",1,1,Furnished,86,https://pictures-ethiopia.jijistatic.com/7213037_MzAwLTY2OC1mN2E1OGJkYWYy.webp
"Furnished 2bdrm Condo in Kibr Demena Site, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-kibr-demena-site-yeka-for-rent-5hRYR3iYwU7XlotYrCbmMOYQ.html?page=5&pos=7&cur_pos=7&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",15000,"ETB 15,000",2,1,Furnished,64,https://pictures-ethiopia.jijistatic.com/5557566_MzAwLTY2OC05MDMxZDQzOTA4LTE.webp
"Furnished 1bdrm Condo in Ayat 49,, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-1bdrm-condo-in-ayat-49-yeka-for-rent-C3zF0hSyT3mrLkdy8WDQSPq5.html?page=5&pos=8&cur_pos=8&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",17000,"ETB 17,000",1,1,Furnished,61,https://pictures-ethiopia.jijistatic.com/6184456_MzAwLTY2OC03OTcyM2Q5NDQ3.webp
"Furnished 3bdrm Condo in Ayat Mekedonia/ Kibr, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-3bdrm-condo-in-ayat-mekedonia-kibr-yeka-for-rent-tYVEXjvCrWYfEI0DdsJsQ1Br.html?page=5&pos=9&cur_pos=9&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",18000,"ETB 18,000",3,1,Furnished,110,https://pictures-ethiopia.jijistatic.com/6344593_MzAwLTY2Ny04NTVjZGU1OWQ1.webp
"Furnished 3bdrm Condo in Ayat Gebenaye, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-3bdrm-condo-in-ayat-gebenaye-yeka-for-rent-ajrGOUXTQydQG6YWg5worbQd.html?page=5&pos=10&cur_pos=10&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",20000,"ETB 20,000",3,1,Furnished,105,https://pictures-ethiopia.jijistatic.com/6758459_MzAwLTY2OC01MGU1ZTE4NjEx.webp
"Furnished 2bdrm Condo in Ayat Mekedonia, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/furnished-2bdrm-condo-in-ayat-mekedonia-yeka-for-rent-mVc8QQlQVAELuJ81gPpulgAu.html?page=5&pos=11&cur_pos=11&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",12000,"ETB 12,000",2,1,Furnished,81,https://pictures-ethiopia.jijistatic.com/6676658_MzAwLTY2OC04OTQ1NGZmYjNm.webp
"2bdrm Condo in Kibir Demena, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/2bdrm-condo-in-kibir-demena-yeka-for-rent-aN0xsKVxUO2htJs2fjvxpKV0.html?page=5&pos=12&cur_pos=12&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",12000,"ETB 12,000",2,1,Semi-Furnished,91,https://pictures-ethiopia.jijistatic.com/5841147_MzAwLTY2OC04MWY3MjIwNDkyLTE.webp
"1bdrm Condo in Ayat Tsebel, Yeka for rent",https://jiji.com.et/yeka/houses-apartments-for-rent/1bdrm-condo-in-ayat-tsebel-yeka-for-rent-rwIlelwajnqFpkQYCerkgdcu.html?page=5&pos=13&cur_pos=13&ads_per_page=13&ads_count=245&lid=1dceAuk6BYLfA2Qy,"Addis Ababa, Yeka",15000,"ETB 15,000",1,1,Semi-Furnished,38,https://pictures-ethiopia.jijistatic.com/7253892_MzAwLTQwMC1mZWM2ZTFiNDcy.webp
